"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","185","272","313","390","399","431","494","Epi_ref"
"group_3315","","hypothetical protein","8","8","1","2","2208","","","","1373","1373","1373","AJPKBNED_00688","JABOOPHC_00658","OAPGLPBN_00632","PLNEIAEP_01665","HCLGMOMD_01641","PNEBEOAF_00639","PILLALAE_01696","ECPKFHDG_00730"
"trpB","","Tryptophan synthase beta chain","8","8","1","2","1505","","","","1208","1208","1208","AJPKBNED_01376","JABOOPHC_01340","OAPGLPBN_01313","PLNEIAEP_00977","HCLGMOMD_00960","PNEBEOAF_01323","PILLALAE_00984","ECPKFHDG_01417"
"paiA","","Spermidine/spermine N(1)-acetyltransferase","8","8","1","2","2608","","","","524","539","537","AJPKBNED_00511","JABOOPHC_00482","OAPGLPBN_00453","PLNEIAEP_01842","HCLGMOMD_01817","PNEBEOAF_00462","PILLALAE_01872","ECPKFHDG_00552"
"lysP_1","","Lysine-specific permease","8","8","1","2","1205","","","","1502","1502","1502","AJPKBNED_01087","JABOOPHC_01060","OAPGLPBN_01026","PLNEIAEP_01271","HCLGMOMD_01247","PNEBEOAF_01040","PILLALAE_01274","ECPKFHDG_01130"
"moaE","","Molybdopterin synthase catalytic subunit","8","8","1","2","2288","","","","443","452","450","AJPKBNED_00611","JABOOPHC_00580","OAPGLPBN_00555","PLNEIAEP_01743","HCLGMOMD_01719","PNEBEOAF_00560","PILLALAE_01773","ECPKFHDG_00653"
"group_3322","","hypothetical protein","8","8","1","2","1209","","","","611","611","611","AJPKBNED_01091","JABOOPHC_01064","OAPGLPBN_01030","PLNEIAEP_01267","HCLGMOMD_01243","PNEBEOAF_01044","PILLALAE_01270","ECPKFHDG_01134"
"ypdF","","Aminopeptidase YpdF","8","8","1","2","1348","","","","1061","1061","1061","AJPKBNED_01226","JABOOPHC_01198","OAPGLPBN_01164","PLNEIAEP_01132","HCLGMOMD_01109","PNEBEOAF_01178","PILLALAE_01135","ECPKFHDG_01268"
"pitA","","L-methionine sulfoximine/L-methionine sulfone acetyltransferase","8","8","1","2","2478","","","","494","494","494","AJPKBNED_00392","JABOOPHC_00361","OAPGLPBN_00332","PLNEIAEP_01963","HCLGMOMD_01938","PNEBEOAF_00340","PILLALAE_01991","ECPKFHDG_00431"
"aroB","","3-dehydroquinate synthase","8","8","1","2","1405","","","","1064","1064","1064","AJPKBNED_01283","JABOOPHC_01254","OAPGLPBN_01220","PLNEIAEP_01076","HCLGMOMD_01053","PNEBEOAF_01234","PILLALAE_01078","ECPKFHDG_01324"
"group_333","","putative lipoprotein","8","8","1","2","2610","","","","647","647","647","AJPKBNED_00513","JABOOPHC_00484","OAPGLPBN_00455","PLNEIAEP_01840","HCLGMOMD_01815","PNEBEOAF_00464","PILLALAE_01870","ECPKFHDG_00554"
"pgsA","","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","8","8","1","2","1602","","","","581","581","581","AJPKBNED_01464","JABOOPHC_01428","OAPGLPBN_01400","PLNEIAEP_00891","HCLGMOMD_00871","PNEBEOAF_01412","PILLALAE_00897","ECPKFHDG_01504"
"group_3331","","Putative thiamine biosynthesis protein","8","8","1","2","3213","","","","911","911","911","AJPKBNED_00174","JABOOPHC_00139","OAPGLPBN_00129","PLNEIAEP_02165","HCLGMOMD_02138","PNEBEOAF_00139","PILLALAE_02206","ECPKFHDG_00234"
"group_3332","","hypothetical protein","8","8","1","2","2749","","","","380","380","380","AJPKBNED_02360","JABOOPHC_02324","OAPGLPBN_02191","PLNEIAEP_00021","HCLGMOMD_00021","PNEBEOAF_02278","PILLALAE_00021","ECPKFHDG_02293"
"ilvA","","L-threonine dehydratase biosynthetic IlvA","8","8","1","2","907","","","","1268","1274","1271","AJPKBNED_00798","JABOOPHC_00768","OAPGLPBN_00743","PLNEIAEP_01556","HCLGMOMD_01530","PNEBEOAF_00749","PILLALAE_01586","ECPKFHDG_00840"
"nat","","Arylamine N-acetyltransferase","8","8","1","2","3184","","","","785","785","785","AJPKBNED_00201","JABOOPHC_00166","OAPGLPBN_00157","PLNEIAEP_02138","HCLGMOMD_02111","PNEBEOAF_00166","PILLALAE_02179","ECPKFHDG_00261"
"gtaB","","UTP--glucose-1-phosphate uridylyltransferase","8","8","1","2","2513","","","","866","866","866","AJPKBNED_00425","JABOOPHC_00394","OAPGLPBN_00365","PLNEIAEP_01930","HCLGMOMD_01905","PNEBEOAF_00375","PILLALAE_01958","ECPKFHDG_00464"
"pxpA","","5-oxoprolinase subunit A","8","8","1","2","1273","","","","752","752","752","AJPKBNED_01155","JABOOPHC_01127","OAPGLPBN_01093","PLNEIAEP_01205","HCLGMOMD_01180","PNEBEOAF_01107","PILLALAE_01206","ECPKFHDG_01197"
"group_3337","","hypothetical protein","8","8","1","2","1226","","","","179","179","179","AJPKBNED_01108","JABOOPHC_01081","OAPGLPBN_01047","PLNEIAEP_01250","HCLGMOMD_01226","PNEBEOAF_01061","PILLALAE_01253","ECPKFHDG_01151"
"ymcA","","putative protein YmcA","8","8","1","2","1591","","","","365","365","365","AJPKBNED_01452","JABOOPHC_01417","OAPGLPBN_01389","PLNEIAEP_00902","HCLGMOMD_00882","PNEBEOAF_01401","PILLALAE_00908","ECPKFHDG_01493"
"nudF","","ADP-ribose pyrophosphatase","8","8","1","2","1378","","","","542","542","542","AJPKBNED_01257","JABOOPHC_01228","OAPGLPBN_01194","PLNEIAEP_01102","HCLGMOMD_01079","PNEBEOAF_01208","PILLALAE_01104","ECPKFHDG_01298"
"group_334","","putative ABC transporter permease","8","8","1","2","2617","","","","1052","1052","1052","AJPKBNED_00520","JABOOPHC_00491","OAPGLPBN_00462","PLNEIAEP_01833","HCLGMOMD_01808","PNEBEOAF_00471","PILLALAE_01863","ECPKFHDG_00561"
"group_3340","","hypothetical protein","8","8","1","2","1329","","","","200","200","200","AJPKBNED_01207","JABOOPHC_01179","OAPGLPBN_01145","PLNEIAEP_01150","HCLGMOMD_01128","PNEBEOAF_01159","PILLALAE_01154","ECPKFHDG_01249"
"group_3341","","hypothetical protein","8","8","1","2","1867","","","","980","980","980","AJPKBNED_01800","JABOOPHC_01691","OAPGLPBN_01661","PLNEIAEP_00572","HCLGMOMD_00610","PNEBEOAF_01673","PILLALAE_00635","ECPKFHDG_01765"
"group_3342","","putative protein","8","8","1","2","2700","","","","902","902","902","AJPKBNED_02322","JABOOPHC_02264","OAPGLPBN_02150","PLNEIAEP_00059","HCLGMOMD_00088","PNEBEOAF_02236","PILLALAE_00059","ECPKFHDG_02252"
"hutG","","Formimidoylglutamase","8","8","1","2","2653","","","","935","935","935","AJPKBNED_00548","JABOOPHC_00519","OAPGLPBN_00490","PLNEIAEP_01805","HCLGMOMD_01781","PNEBEOAF_00498","PILLALAE_01835","ECPKFHDG_00589"
"ecfA1","","Energy-coupling factor transporter ATP-binding protein EcfA1","8","8","1","2","2238","","","","809","809","809","AJPKBNED_00659","JABOOPHC_00628","OAPGLPBN_00602","PLNEIAEP_01695","HCLGMOMD_01670","PNEBEOAF_00609","PILLALAE_01725","ECPKFHDG_00701"
"nfrA","","NADPH-dependent oxidoreductase","8","8","1","2","2702","","","","755","755","755","AJPKBNED_02324","JABOOPHC_02266","OAPGLPBN_02152","PLNEIAEP_00057","HCLGMOMD_00086","PNEBEOAF_02238","PILLALAE_00057","ECPKFHDG_02254"
"gpsA","","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","8","8","1","2","1397","","","","998","998","998","AJPKBNED_01276","JABOOPHC_01247","OAPGLPBN_01213","PLNEIAEP_01083","HCLGMOMD_01060","PNEBEOAF_01227","PILLALAE_01085","ECPKFHDG_01317"
"hrtA","","Putative hemin import ATP-binding protein HrtA","8","8","1","2","2618","","","","668","668","668","AJPKBNED_00521","JABOOPHC_00492","OAPGLPBN_00463","PLNEIAEP_01832","HCLGMOMD_01807","PNEBEOAF_00472","PILLALAE_01862","ECPKFHDG_00562"
"group_336","","hypothetical protein","8","8","1","2","2619","","","","956","956","956","AJPKBNED_00522","JABOOPHC_00493","OAPGLPBN_00464","PLNEIAEP_01831","HCLGMOMD_01806","PNEBEOAF_00473","PILLALAE_01861","ECPKFHDG_00563"
"group_337","","hypothetical protein","8","8","1","2","2636","","","","320","320","320","AJPKBNED_00536","JABOOPHC_00507","OAPGLPBN_00478","PLNEIAEP_01817","HCLGMOMD_01792","PNEBEOAF_00488","PILLALAE_01847","ECPKFHDG_00577"
"zupT","","Zinc transporter ZupT","8","8","1","2","641","","","","311","815","656","AJPKBNED_02007","JABOOPHC_01879","OAPGLPBN_01844","PLNEIAEP_00385","HCLGMOMD_00400","PNEBEOAF_01924","PILLALAE_00372","ECPKFHDG_01947"
"araB","","Ribulokinase","8","8","1","2","2644","","","","1610","1610","1610","AJPKBNED_00542","JABOOPHC_00512","OAPGLPBN_00484","PLNEIAEP_01811","HCLGMOMD_01787","PNEBEOAF_00493","PILLALAE_01841","ECPKFHDG_00583"
"yiiM","","Protein YiiM","8","8","1","2","2646","","","","680","680","680","AJPKBNED_00544","JABOOPHC_00514","OAPGLPBN_00486","PLNEIAEP_01809","HCLGMOMD_01785","PNEBEOAF_00495","PILLALAE_01839","ECPKFHDG_00585"
"rpiA","","Ribose-5-phosphate isomerase A","8","8","1","2","2649","","","","692","692","692","AJPKBNED_00545","JABOOPHC_00515","OAPGLPBN_00487","PLNEIAEP_01808","HCLGMOMD_01784","PNEBEOAF_00496","PILLALAE_01838","ECPKFHDG_00586"
"lyrA","","Lysostaphin resistance protein A","8","8","1","2","2652","","","","1148","1148","1148","AJPKBNED_00547","JABOOPHC_00518","OAPGLPBN_00489","PLNEIAEP_01806","HCLGMOMD_01782","PNEBEOAF_00497","PILLALAE_01836","ECPKFHDG_00588"
"scmP_2","","N-acetylcysteine deacetylase","8","8","1","2","2654","","","","1118","1118","1118","AJPKBNED_00549","JABOOPHC_00520","OAPGLPBN_00491","PLNEIAEP_01804","HCLGMOMD_01780","PNEBEOAF_00499","PILLALAE_01834","ECPKFHDG_00590"
"group_345","","hypothetical protein","8","8","1","2","2657","","","","611","611","611","AJPKBNED_00551","JABOOPHC_00522","OAPGLPBN_00493","PLNEIAEP_01802","HCLGMOMD_01778","PNEBEOAF_00501","PILLALAE_01832","ECPKFHDG_00592"
"group_346","","hypothetical protein","8","8","1","2","2668","","","","188","188","188","AJPKBNED_00561","JABOOPHC_00531","OAPGLPBN_00503","PLNEIAEP_01794","HCLGMOMD_01768","PNEBEOAF_00510","PILLALAE_01822","ECPKFHDG_00602"
"group_347","","hypothetical protein","8","8","1","2","2669","","","","185","185","185","AJPKBNED_00562","JABOOPHC_00532","OAPGLPBN_00505","PLNEIAEP_01793","HCLGMOMD_01767","PNEBEOAF_00511","PILLALAE_01821","ECPKFHDG_00604"
"group_348","","hypothetical protein","8","8","1","2","2677","","","","335","335","335","AJPKBNED_00570","JABOOPHC_00539","OAPGLPBN_00512","PLNEIAEP_01786","HCLGMOMD_01760","PNEBEOAF_00519","PILLALAE_01813","ECPKFHDG_00611"
"group_349","","hypothetical protein","8","8","1","2","2679","","","","689","689","689","AJPKBNED_00572","JABOOPHC_00541","OAPGLPBN_00514","PLNEIAEP_01784","HCLGMOMD_01758","PNEBEOAF_00521","PILLALAE_01811","ECPKFHDG_00613"
"suhB_1","","Inositol-1-monophosphatase","8","8","1","2","2680","","","","815","815","815","AJPKBNED_00573","JABOOPHC_00542","OAPGLPBN_00515","PLNEIAEP_01783","HCLGMOMD_01757","PNEBEOAF_00522","PILLALAE_01810","ECPKFHDG_00614"
"group_351","","hypothetical protein","8","8","1","2","2326","","","","275","275","275","AJPKBNED_00576","JABOOPHC_00544","OAPGLPBN_00519","PLNEIAEP_01779","HCLGMOMD_01755","PNEBEOAF_00524","PILLALAE_01808","ECPKFHDG_00617"
"group_352","","hypothetical protein","8","8","1","2","2325","","","","752","776","773","AJPKBNED_00577","JABOOPHC_00545","OAPGLPBN_00520","PLNEIAEP_01778","HCLGMOMD_01754","PNEBEOAF_00525","PILLALAE_01807","ECPKFHDG_00618"
"auaG","","Aurachin C monooxygenase/isomerase","8","8","1","2","2324","","","","1124","1124","1124","AJPKBNED_00578","JABOOPHC_00546","OAPGLPBN_00521","PLNEIAEP_01777","HCLGMOMD_01753","PNEBEOAF_00526","PILLALAE_01806","ECPKFHDG_00619"
"mleN_2","","Malate-2H(+)/Na(+)-lactate antiporter","8","8","1","2","2316","","","","1397","1397","1397","AJPKBNED_00585","JABOOPHC_00553","OAPGLPBN_00528","PLNEIAEP_01770","HCLGMOMD_01746","PNEBEOAF_00533","PILLALAE_01799","ECPKFHDG_00626"
"group_356","","hypothetical protein","8","8","1","2","2313","","","","728","728","728","AJPKBNED_00588","JABOOPHC_00556","OAPGLPBN_00531","PLNEIAEP_01767","HCLGMOMD_01743","PNEBEOAF_00536","PILLALAE_01796","ECPKFHDG_00629"
"sarR","","HTH-type transcriptional regulator SarR","8","8","1","2","2311","","","","221","344","328","AJPKBNED_00590","JABOOPHC_00558","OAPGLPBN_00533","PLNEIAEP_01765","HCLGMOMD_01741","PNEBEOAF_00538","PILLALAE_01794","ECPKFHDG_00631"
"group_359","","Urea transporter","8","8","1","2","2302","","","","902","902","902","AJPKBNED_00598","JABOOPHC_00566","OAPGLPBN_00541","PLNEIAEP_01757","HCLGMOMD_01733","PNEBEOAF_00546","PILLALAE_01786","ECPKFHDG_00639"
"ydbM","","Putative acyl-CoA dehydrogenase YdbM","8","8","1","2","2301","","","","1142","1142","1142","AJPKBNED_00599","JABOOPHC_00567","OAPGLPBN_00542","PLNEIAEP_01756","HCLGMOMD_01732","PNEBEOAF_00547","PILLALAE_01785","ECPKFHDG_00640"
"rihB","","Pyrimidine-specific ribonucleoside hydrolase RihB","8","8","1","2","2300","","","","749","941","917","AJPKBNED_00600","JABOOPHC_00568","OAPGLPBN_00543","PLNEIAEP_01755","HCLGMOMD_01731","PNEBEOAF_00548","PILLALAE_01784","ECPKFHDG_00641"
"modA","","Molybdate-binding protein ModA","8","8","1","2","2296","","","","785","785","785","AJPKBNED_00603","JABOOPHC_00572","OAPGLPBN_00547","PLNEIAEP_01751","HCLGMOMD_01727","PNEBEOAF_00552","PILLALAE_01781","ECPKFHDG_00645"
"group_363","","hypothetical protein","8","8","1","2","2293","","","","1001","1004","1001","AJPKBNED_00606","JABOOPHC_00575","OAPGLPBN_00550","PLNEIAEP_01748","HCLGMOMD_01724","PNEBEOAF_00555","PILLALAE_01778","ECPKFHDG_00648"
"moaB","","Molybdenum cofactor biosynthesis protein B","8","8","1","2","2292","","","","530","530","530","AJPKBNED_00607","JABOOPHC_00576","OAPGLPBN_00551","PLNEIAEP_01747","HCLGMOMD_01723","PNEBEOAF_00556","PILLALAE_01777","ECPKFHDG_00649"
"moaC","","Cyclic pyranopterin monophosphate synthase","8","8","1","2","2291","","","","488","491","488","AJPKBNED_00608","JABOOPHC_00577","OAPGLPBN_00552","PLNEIAEP_01746","HCLGMOMD_01722","PNEBEOAF_00557","PILLALAE_01776","ECPKFHDG_00650"
"group_366","","hypothetical protein","8","8","1","2","2289","","","","476","476","476","AJPKBNED_00610","JABOOPHC_00579","OAPGLPBN_00554","PLNEIAEP_01744","HCLGMOMD_01720","PNEBEOAF_00559","PILLALAE_01774","ECPKFHDG_00652"
"moaA","","GTP 3',8-cyclase","8","8","1","2","2285","","","","1022","1022","1022","AJPKBNED_00614","JABOOPHC_00583","OAPGLPBN_00558","PLNEIAEP_01740","HCLGMOMD_01716","PNEBEOAF_00563","PILLALAE_01770","ECPKFHDG_00656"
"group_368","","putative HTH-type transcriptional regulator","8","8","1","2","2280","","","","440","440","440","AJPKBNED_00619","JABOOPHC_00587","OAPGLPBN_00561","PLNEIAEP_01737","HCLGMOMD_01712","PNEBEOAF_00567","PILLALAE_01766","ECPKFHDG_00659"
"ecfA2","","Energy-coupling factor transporter ATP-binding protein EcfA2","8","8","1","2","2237","","","","860","860","860","AJPKBNED_00660","JABOOPHC_00629","OAPGLPBN_00603","PLNEIAEP_01694","HCLGMOMD_01669","PNEBEOAF_00610","PILLALAE_01724","ECPKFHDG_00702"
"ecfT_1","","Energy-coupling factor transporter transmembrane protein EcfT","8","8","1","2","2236","","","","806","806","806","AJPKBNED_00661","JABOOPHC_00630","OAPGLPBN_00604","PLNEIAEP_01693","HCLGMOMD_01668","PNEBEOAF_00611","PILLALAE_01723","ECPKFHDG_00703"
"lacC_1","","Tagatose-6-phosphate kinase","8","8","1","2","2228","","","","932","932","932","AJPKBNED_00669","JABOOPHC_00638","OAPGLPBN_00612","PLNEIAEP_01685","HCLGMOMD_01660","PNEBEOAF_00619","PILLALAE_01715","ECPKFHDG_00711"
"yfmJ","","Putative NADP-dependent oxidoreductase YfmJ","8","8","1","2","2220","","","","1004","1004","1004","AJPKBNED_00676","JABOOPHC_00646","OAPGLPBN_00620","PLNEIAEP_01677","HCLGMOMD_01653","PNEBEOAF_00627","PILLALAE_01708","ECPKFHDG_00718"
"group_373","","Zinc-type alcohol dehydrogenase-like protein","8","8","1","2","2219","","","","1010","1010","1010","AJPKBNED_00677","JABOOPHC_00647","OAPGLPBN_00621","PLNEIAEP_01676","HCLGMOMD_01652","PNEBEOAF_00628","PILLALAE_01707","ECPKFHDG_00719"
"group_374","","hypothetical protein","8","8","1","2","2215","","","","1961","1961","1961","AJPKBNED_00681","JABOOPHC_00651","OAPGLPBN_00625","PLNEIAEP_01672","HCLGMOMD_01648","PNEBEOAF_00632","PILLALAE_01703","ECPKFHDG_00723"
"group_375","","hypothetical protein","8","8","1","2","2213","","","","1757","1757","1757","AJPKBNED_00683","JABOOPHC_00653","OAPGLPBN_00627","PLNEIAEP_01670","HCLGMOMD_01646","PNEBEOAF_00634","PILLALAE_01701","ECPKFHDG_00725"
"orr","","Ornithine racemase","8","8","1","2","2212","","","","1061","1061","1061","AJPKBNED_00684","JABOOPHC_00654","OAPGLPBN_00628","PLNEIAEP_01669","HCLGMOMD_01645","PNEBEOAF_00635","PILLALAE_01700","ECPKFHDG_00726"
"sdrM","","Multidrug efflux pump SdrM","8","8","1","2","2202","","","","1337","1337","1337","AJPKBNED_00694","JABOOPHC_00664","OAPGLPBN_00638","PLNEIAEP_01659","HCLGMOMD_01635","PNEBEOAF_00645","PILLALAE_01690","ECPKFHDG_00736"
"ywtE_1","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE","8","8","1","2","2194","","","","857","857","857","AJPKBNED_00711","JABOOPHC_00681","OAPGLPBN_00655","PLNEIAEP_01642","HCLGMOMD_01618","PNEBEOAF_00662","PILLALAE_01673","ECPKFHDG_00753"
"czrA","","HTH-type transcriptional repressor CzrA","8","8","1","2","2189","","","","299","341","335","AJPKBNED_00715","JABOOPHC_00685","OAPGLPBN_00659","PLNEIAEP_01638","HCLGMOMD_01614","PNEBEOAF_00666","PILLALAE_01669","ECPKFHDG_00757"
"group_38","","hypothetical protein","8","8","1","2","2761","","","","311","569","506","AJPKBNED_02370","JABOOPHC_02334","OAPGLPBN_02201","PLNEIAEP_00011","HCLGMOMD_00011","PNEBEOAF_02287","PILLALAE_00011","ECPKFHDG_02303"
"yhfK","","putative sugar epimerase YhfK","8","8","1","2","2188","","","","656","656","656","AJPKBNED_00716","JABOOPHC_00686","OAPGLPBN_00660","PLNEIAEP_01637","HCLGMOMD_01613","PNEBEOAF_00667","PILLALAE_01668","ECPKFHDG_00758"
"pdp","","Pyrimidine-nucleoside phosphorylase","8","8","1","2","2180","","","","1301","1301","1301","AJPKBNED_00724","JABOOPHC_00694","OAPGLPBN_00668","PLNEIAEP_01629","HCLGMOMD_01605","PNEBEOAF_00675","PILLALAE_01660","ECPKFHDG_00766"
"group_382","","hypothetical protein","8","8","1","2","2174","","","","503","665","644","AJPKBNED_00730","JABOOPHC_00700","OAPGLPBN_00674","PLNEIAEP_01623","HCLGMOMD_01599","PNEBEOAF_00681","PILLALAE_01654","ECPKFHDG_00772"
"group_383","","hypothetical protein","8","8","1","2","2172","","","","860","860","860","AJPKBNED_00732","JABOOPHC_00702","OAPGLPBN_00676","PLNEIAEP_01621","HCLGMOMD_01597","PNEBEOAF_00683","PILLALAE_01652","ECPKFHDG_00774"
"rpoE","","putative DNA-directed RNA polymerase subunit delta","8","8","1","2","2171","","","","536","536","536","AJPKBNED_00733","JABOOPHC_00703","OAPGLPBN_00677","PLNEIAEP_01620","HCLGMOMD_01596","PNEBEOAF_00684","PILLALAE_01651","ECPKFHDG_00775"
"group_385","","Putative aldehyde dehydrogenase","8","8","1","2","2166","","","","1427","1463","1431","AJPKBNED_00738","JABOOPHC_00708","OAPGLPBN_00683","PLNEIAEP_01615","HCLGMOMD_01590","PNEBEOAF_00689","PILLALAE_01646","ECPKFHDG_00780"
"prmC","","Release factor glutamine methyltransferase","8","8","1","2","2161","","","","836","836","836","AJPKBNED_00743","JABOOPHC_00713","OAPGLPBN_00688","PLNEIAEP_01610","HCLGMOMD_01585","PNEBEOAF_00694","PILLALAE_01641","ECPKFHDG_00785"
"ywlC","","Threonylcarbamoyl-AMP synthase","8","8","1","2","2160","","","","1043","1043","1043","AJPKBNED_00744","JABOOPHC_00714","OAPGLPBN_00689","PLNEIAEP_01609","HCLGMOMD_01584","PNEBEOAF_00695","PILLALAE_01640","ECPKFHDG_00786"
"mnaA","","UDP-N-acetylglucosamine 2-epimerase","8","8","1","2","2154","","","","1148","1148","1148","AJPKBNED_00749","JABOOPHC_00719","OAPGLPBN_00694","PLNEIAEP_01604","HCLGMOMD_01579","PNEBEOAF_00700","PILLALAE_01635","ECPKFHDG_00791"
"group_389","","hypothetical protein","8","8","1","2","2140","","","","440","440","440","AJPKBNED_00762","JABOOPHC_00732","OAPGLPBN_00707","PLNEIAEP_01591","HCLGMOMD_01566","PNEBEOAF_00713","PILLALAE_01622","ECPKFHDG_00804"
"ssbA_1","","Single-stranded DNA-binding protein A","8","8","1","2","2139","","","","356","395","390","AJPKBNED_00763","JABOOPHC_00733","OAPGLPBN_00708","PLNEIAEP_01590","HCLGMOMD_01565","PNEBEOAF_00714","PILLALAE_01621","ECPKFHDG_00805"
"tenA","","Aminopyrimidine aminohydrolase","8","8","1","2","2137","","","","689","689","689","AJPKBNED_00765","JABOOPHC_00735","OAPGLPBN_00710","PLNEIAEP_01588","HCLGMOMD_01563","PNEBEOAF_00716","PILLALAE_01619","ECPKFHDG_00807"
"thiD","","Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","8","8","1","2","2136","","","","821","821","821","AJPKBNED_00766","JABOOPHC_00736","OAPGLPBN_00711","PLNEIAEP_01587","HCLGMOMD_01562","PNEBEOAF_00717","PILLALAE_01618","ECPKFHDG_00808"
"yedJ","","putative protein YedJ","8","8","1","2","2132","","","","653","653","653","AJPKBNED_00770","JABOOPHC_00740","OAPGLPBN_00715","PLNEIAEP_01583","HCLGMOMD_01558","PNEBEOAF_00721","PILLALAE_01614","ECPKFHDG_00812"
"group_394","","hypothetical protein","8","8","1","2","2129","","","","203","203","203","AJPKBNED_00773","JABOOPHC_00743","OAPGLPBN_00718","PLNEIAEP_01580","HCLGMOMD_01555","PNEBEOAF_00724","PILLALAE_01611","ECPKFHDG_00815"
"murF","","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","8","8","1","2","2125","","","","1355","1355","1355","AJPKBNED_00777","JABOOPHC_00747","OAPGLPBN_00722","PLNEIAEP_01576","HCLGMOMD_01551","PNEBEOAF_00728","PILLALAE_01607","ECPKFHDG_00819"
"group_396","","hypothetical protein","8","8","1","2","2123","","","","479","479","479","AJPKBNED_00779","JABOOPHC_00749","OAPGLPBN_00724","PLNEIAEP_01574","HCLGMOMD_01549","PNEBEOAF_00730","PILLALAE_01605","ECPKFHDG_00821"
"group_397","","hypothetical protein","8","8","1","2","2122","","","","1511","1511","1511","AJPKBNED_00780","JABOOPHC_00750","OAPGLPBN_00725","PLNEIAEP_01573","HCLGMOMD_01548","PNEBEOAF_00731","PILLALAE_01604","ECPKFHDG_00822"
"alr1","","Alanine racemase 1","8","8","1","2","2119","","","","1148","1148","1148","AJPKBNED_00783","JABOOPHC_00753","OAPGLPBN_00728","PLNEIAEP_01570","HCLGMOMD_01545","PNEBEOAF_00734","PILLALAE_01601","ECPKFHDG_00825"
"rsbV","","Anti-sigma-B factor antagonist","8","8","1","2","2115","","","","326","326","326","AJPKBNED_00787","JABOOPHC_00757","OAPGLPBN_00732","PLNEIAEP_01566","HCLGMOMD_01541","PNEBEOAF_00738","PILLALAE_01597","ECPKFHDG_00829"
