"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","313","Epi_ref"
"mutS_1","","DNA mismatch repair protein MutS","2","2","1","2","855","","","","1616","1616","1616","OAPGLPBN_00756","ECPKFHDG_00853"
"group_265","","hypothetical protein","2","2","1","2","1608","","","","227","227","227","OAPGLPBN_01955","ECPKFHDG_02058"
"argO","","Arginine exporter protein ArgO","2","2","1","2","1941","","","","368","368","368","OAPGLPBN_01618","ECPKFHDG_01722"
"asnS","","Asparagine--tRNA ligase","2","2","1","2","1302","","","","1292","1292","1292","OAPGLPBN_01231","ECPKFHDG_01335"
"apbE","","FAD:protein FMN transferase","2","2","1","2","195","","","","917","917","917","OAPGLPBN_00078","ECPKFHDG_00184"
"gltT","","Proton/sodium-glutamate symport protein","2","2","1","2","554","","","","1280","1280","1280","OAPGLPBN_00440","ECPKFHDG_00539"
"group_27","","hypothetical protein","2","2","1","2","1397","","","","3854","4847","4350","OAPGLPBN_02187","ECPKFHDG_02289"
"group_270","","IS3 family transposase ISSau4","2","2","1","2","169","","","","842","842","842","OAPGLPBN_00052","ECPKFHDG_00158"
"fda","","Fructose-bisphosphate aldolase class 1","2","2","1","2","373","","","","890","890","890","OAPGLPBN_00259","ECPKFHDG_00359"
"capC","","Capsule biosynthesis protein CapC","2","2","1","2","432","","","","452","452","452","OAPGLPBN_00318","ECPKFHDG_00418"
"group_273","","hypothetical protein","2","2","1","2","1723","","","","1514","1514","1514","OAPGLPBN_01840","ECPKFHDG_01943"
"mreD","","Rod shape-determining protein MreD","2","2","1","2","1122","","","","521","521","521","OAPGLPBN_01051","ECPKFHDG_01155"
"fusA","","Elongation factor G","2","2","1","2","1546","","","","2081","2081","2081","OAPGLPBN_02017","ECPKFHDG_02120"
"group_276","","hypothetical protein","2","2","1","2","346","","","","503","503","503","OAPGLPBN_00232","ECPKFHDG_00332"
"gtfB_2","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB","2","2","1","2","293","","","","1340","1340","1340","OAPGLPBN_00176","ECPKFHDG_00280"
"group_278","","IS1182 family transposase ISSep1","2","2","1","2","375","","","","188","188","188","OAPGLPBN_00261","ECPKFHDG_00361"
"gatD","","Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD","2","2","1","2","927","","","","725","725","725","OAPGLPBN_00818","ECPKFHDG_00924"
"group_28","","hypothetical protein","2","2","1","2","1394","","","","416","644","530","OAPGLPBN_02190","ECPKFHDG_02292"
"tkt","","Transketolase","2","2","1","2","2218","","","","1988","1988","1988","OAPGLPBN_01340","ECPKFHDG_01444"
"potA","","Spermidine/putrescine import ATP-binding protein PotA","2","2","1","2","1999","","","","1094","1094","1094","OAPGLPBN_01560","ECPKFHDG_01664"
"group_282","","hypothetical protein","2","2","1","2","299","","","","515","515","515","OAPGLPBN_00182","ECPKFHDG_00286"
"rimP","","Ribosome maturation factor RimP","2","2","1","2","2140","","","","467","467","467","OAPGLPBN_01418","ECPKFHDG_01522"
"group_284","","hypothetical protein","2","2","1","2","1891","","","","371","371","371","OAPGLPBN_01670","ECPKFHDG_01774"
"ygaZ","","Inner membrane protein YgaZ","2","2","1","2","94","","","","539","539","539","OAPGLPBN_00010","ECPKFHDG_00010"
"ectT","","Ectoine/hydroxyectoine transporter","2","2","1","2","255","","","","1610","1610","1610","OAPGLPBN_00138","ECPKFHDG_00242"
"yajO","","1-deoxyxylulose-5-phosphate synthase YajO","2","2","1","2","1264","","","","908","908","908","OAPGLPBN_01193","ECPKFHDG_01297"
"group_288","","hypothetical protein","2","2","1","2","1830","","","","1025","1025","1025","OAPGLPBN_01731","ECPKFHDG_01834"
"yqfL_1","","Putative pyruvate, phosphate dikinase regulatory protein","2","2","1","2","370","","","","818","818","818","OAPGLPBN_00256","ECPKFHDG_00356"
"group_29","","hypothetical protein","2","2","1","2","1383","","","","518","569","543","OAPGLPBN_02201","ECPKFHDG_02303"
"murB","","UDP-N-acetylenolpyruvoylglucosamine reductase","2","2","1","2","1740","","","","932","932","932","OAPGLPBN_01823","ECPKFHDG_01926"
"group_291","","hypothetical protein","2","2","1","2","537","","","","155","155","155","OAPGLPBN_00423","ECPKFHDG_00522"
"group_292","","hypothetical protein","2","2","1","2","484","","","","191","191","191","OAPGLPBN_00370","ECPKFHDG_00469"
"hemE","","Uroporphyrinogen decarboxylase","2","2","1","2","986","","","","1034","1034","1034","OAPGLPBN_00907","ECPKFHDG_01013"
"dtd","","D-aminoacyl-tRNA deacylase","2","2","1","2","1137","","","","452","452","452","OAPGLPBN_01066","ECPKFHDG_01170"
"rplA","","50S ribosomal protein L1","2","2","1","2","1537","","","","695","695","695","OAPGLPBN_02026","ECPKFHDG_02129"
"ldhD_2","","D-lactate dehydrogenase","2","2","1","2","449","","","","992","992","992","OAPGLPBN_00335","ECPKFHDG_00434"
"fruA","","PTS system fructose-specific EIIABC component","2","2","1","2","1698","","","","1952","1952","1952","OAPGLPBN_01865","ECPKFHDG_01968"
"group_298","","hypothetical protein","2","2","1","2","1926","","","","245","245","245","OAPGLPBN_01635","ECPKFHDG_01739"
"lip2_2","","Lipase 2","2","2","1","2","1389","","","","2045","2045","2045","OAPGLPBN_02195","ECPKFHDG_02297"
"arcB_1","","Ornithine carbamoyltransferase, catabolic","2","2","1","2","319","","","","146","1007","576","OAPGLPBN_00202","ECPKFHDG_00306"
"glcK","","Glucokinase","2","2","1","2","1217","","","","986","986","986","OAPGLPBN_01146","ECPKFHDG_01250"
"group_301","","hypothetical protein","2","2","1","2","1799","","","","284","284","284","OAPGLPBN_01762","ECPKFHDG_01865"
"tcaR","","HTH-type transcriptional regulator TcaR","2","2","1","2","579","","","","455","455","455","OAPGLPBN_00465","ECPKFHDG_00564"
"odh","","Opine dehydrogenase","2","2","1","2","640","","","","1070","1070","1070","OAPGLPBN_00527","ECPKFHDG_00625"
"nth_1","","Endonuclease III","2","2","1","2","1304","","","","659","659","659","OAPGLPBN_01233","ECPKFHDG_01337"
"group_305","","hypothetical protein","2","2","1","2","2025","","","","389","389","389","OAPGLPBN_01534","ECPKFHDG_01638"
"gtfA_5","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit","2","2","1","2","1399","","","","1505","1505","1505","OAPGLPBN_02185","ECPKFHDG_02287"
"group_307","","hypothetical protein","2","2","1","2","953","","","","1094","1094","1094","OAPGLPBN_00844","ECPKFHDG_00950"
"group_308","","hypothetical protein","2","2","1","2","412","","","","182","182","182","OAPGLPBN_00298","ECPKFHDG_00398"
"nat","","Arylamine N-acetyltransferase","2","2","1","2","274","","","","785","785","785","OAPGLPBN_00157","ECPKFHDG_00261"
"rpsP","","30S ribosomal protein S16","2","2","1","2","2114","","","","275","275","275","OAPGLPBN_01444","ECPKFHDG_01548"
"group_311","","hypothetical protein","2","2","1","2","1254","","","","437","437","437","OAPGLPBN_01183","ECPKFHDG_01287"
"group_312","","hypothetical protein","2","2","1","2","1318","","","","260","260","260","OAPGLPBN_01247","ECPKFHDG_01351"
"ald2","","Alanine dehydrogenase 2","2","2","1","2","1071","","","","1115","1115","1115","OAPGLPBN_01000","ECPKFHDG_01104"
"group_314","","hypothetical protein","2","2","1","2","2136","","","","782","782","782","OAPGLPBN_01422","ECPKFHDG_01526"
"scaC","","Manganese import ATP-binding protein ScaC","2","2","1","2","1637","","","","746","746","746","OAPGLPBN_01926","ECPKFHDG_02029"
"group_316","","hypothetical protein","2","2","1","2","829","","","","1511","1511","1511","OAPGLPBN_00725","ECPKFHDG_00822"
"garK_1","","Glycerate 2-kinase","2","2","1","2","522","","","","1151","1151","1151","OAPGLPBN_00408","ECPKFHDG_00507"
"group_318","","hypothetical protein","2","2","1","2","309","","","","134","134","134","OAPGLPBN_00192","ECPKFHDG_00296"
"secA1","","Protein translocase subunit SecA 1","2","2","1","2","1755","","","","2534","2534","2534","OAPGLPBN_01808","ECPKFHDG_01911"
"group_320","","hypothetical protein","2","2","1","2","931","","","","386","386","386","OAPGLPBN_00822","ECPKFHDG_00928"
"queH","","Epoxyqueuosine reductase QueH","2","2","1","2","391","","","","716","716","716","OAPGLPBN_00277","ECPKFHDG_00377"
"group_322","","hypothetical protein","2","2","1","2","1055","","","","1124","1124","1124","OAPGLPBN_00984","ECPKFHDG_01088"
"group_323","","putative protein","2","2","1","2","1434","","","","902","902","902","OAPGLPBN_02150","ECPKFHDG_02252"
"treR","","HTH-type transcriptional regulator TreR","2","2","1","2","862","","","","953","953","953","OAPGLPBN_00763","ECPKFHDG_00860"
"group_325","","Zinc-type alcohol dehydrogenase-like protein","2","2","1","2","734","","","","1010","1010","1010","OAPGLPBN_00621","ECPKFHDG_00719"
"group_326","","hypothetical protein","2","2","1","2","588","","","","476","476","476","OAPGLPBN_00474","ECPKFHDG_00573"
"sdcS","","Sodium-dependent dicarboxylate transporter SdcS","2","2","1","2","1689","","","","1556","1556","1556","OAPGLPBN_01874","ECPKFHDG_01977"
"group_328","","putative tautomerase","2","2","1","2","2237","","","","185","185","185","OAPGLPBN_01321","ECPKFHDG_01425"
"group_329","","hypothetical protein","2","2","1","2","2250","","","","764","764","764","OAPGLPBN_01308","ECPKFHDG_01412"
"glcU_1","","putative glucose uptake protein GlcU","2","2","1","2","436","","","","881","881","881","OAPGLPBN_00322","ECPKFHDG_00422"
"mgsR","","Regulatory protein MgsR","2","2","1","2","1814","","","","353","353","353","OAPGLPBN_01747","ECPKFHDG_01850"
"cobB","","NAD-dependent protein deacetylase","2","2","1","2","722","","","","740","740","740","OAPGLPBN_00608","ECPKFHDG_00707"
"rplY","","50S ribosomal protein L25","2","2","1","2","1499","","","","659","659","659","OAPGLPBN_02080","ECPKFHDG_02183"
"group_334","","hypothetical protein","2","2","1","2","1937","","","","251","251","251","OAPGLPBN_01622","ECPKFHDG_01726"
"tadA_1","","tRNA-specific adenosine deaminase","2","2","1","2","1176","","","","461","461","461","OAPGLPBN_01105","ECPKFHDG_01209"
"nadE","","NH(3)-dependent NAD(+) synthetase","2","2","1","2","907","","","","827","827","827","OAPGLPBN_00798","ECPKFHDG_00904"
"group_337","","hypothetical protein","2","2","1","2","778","","","","665","665","665","OAPGLPBN_00674","ECPKFHDG_00772"
"icd","","Isocitrate dehydrogenase [NADP]","2","2","1","2","1085","","","","1268","1268","1268","OAPGLPBN_01014","ECPKFHDG_01118"
"glnA","","Glutamine synthetase","2","2","1","2","2184","","","","1340","1340","1340","OAPGLPBN_01374","ECPKFHDG_01478"
"proC","","Pyrroline-5-carboxylate reductase","2","2","1","2","1262","","","","815","815","815","OAPGLPBN_01191","ECPKFHDG_01295"
"group_341","","hypothetical protein","2","2","1","2","1742","","","","890","890","890","OAPGLPBN_01821","ECPKFHDG_01924"
"nirC","","Nitrite transporter NirC","2","2","1","2","535","","","","821","821","821","OAPGLPBN_00421","ECPKFHDG_00520"
"uvrA_1","","UvrABC system protein A","2","2","1","2","1917","","","","2258","2258","2258","OAPGLPBN_01644","ECPKFHDG_01748"
"nagB_2","","Glucosamine-6-phosphate deaminase","2","2","1","2","1573","","","","731","731","731","OAPGLPBN_01990","ECPKFHDG_02093"
"group_345","","Antibacterial protein 2","2","2","1","2","2049","","","","134","134","134","OAPGLPBN_01509","ECPKFHDG_01613"
"group_346","","hypothetical protein","2","2","1","2","377","","","","878","878","878","OAPGLPBN_00263","ECPKFHDG_00363"
"cntA","","Metal-staphylopine-binding protein CntA","2","2","1","2","204","","","","1598","1598","1598","OAPGLPBN_00087","ECPKFHDG_00193"
"group_348","","hypothetical protein","2","2","1","2","458","","","","1049","1049","1049","OAPGLPBN_00344","ECPKFHDG_00443"
"gltB","","Glutamate synthase [NADPH] small chain","2","2","1","2","1471","","","","1463","1463","1463","OAPGLPBN_02112","ECPKFHDG_02215"
"group_350","","hypothetical protein","2","2","1","2","1124","","","","320","320","320","OAPGLPBN_01053","ECPKFHDG_01157"
"group_351","","hypothetical protein","2","2","1","2","877","","","","170","170","170","OAPGLPBN_00777","ECPKFHDG_00874"
"nhaK","","Sodium, potassium, lithium and rubidium/H(+) antiporter","2","2","1","2","1634","","","","2039","2039","2039","OAPGLPBN_01929","ECPKFHDG_02032"
"bceB_1","","Bacitracin export permease protein BceB","2","2","1","2","339","","","","2012","2012","2012","OAPGLPBN_00225","ECPKFHDG_00325"
"group_354","","hypothetical protein","2","2","1","2","1624","","","","893","893","893","OAPGLPBN_01939","ECPKFHDG_02042"
"argH","","Argininosuccinate lyase","2","2","1","2","1873","","","","1391","1391","1391","OAPGLPBN_01688","ECPKFHDG_01792"
"rot","","HTH-type transcriptional regulator rot","2","2","1","2","1022","","","","401","401","401","OAPGLPBN_00951","ECPKFHDG_01056"
"cysH","","Phosphoadenosine phosphosulfate reductase","2","2","1","2","349","","","","731","731","731","OAPGLPBN_00235","ECPKFHDG_00335"
"ktrA","","Ktr system potassium uptake protein A","2","2","1","2","1988","","","","659","659","659","OAPGLPBN_01571","ECPKFHDG_01675"
"hrcA","","Heat-inducible transcription repressor HrcA","2","2","1","2","1182","","","","977","977","977","OAPGLPBN_01111","ECPKFHDG_01215"
"group_360","","hypothetical protein","2","2","1","2","1427","","","","377","377","377","OAPGLPBN_02157","ECPKFHDG_02259"
"aldC","","Alpha-acetolactate decarboxylase","2","2","1","2","384","","","","704","704","704","OAPGLPBN_00270","ECPKFHDG_00370"
"group_362","","hypothetical protein","2","2","1","2","1905","","","","347","347","347","OAPGLPBN_01656","ECPKFHDG_01760"
"group_363","","hypothetical protein","2","2","1","2","822","","","","203","203","203","OAPGLPBN_00718","ECPKFHDG_00815"
"mntH_1","","Divalent metal cation transporter MntH","2","2","1","2","1165","","","","1244","1244","1244","OAPGLPBN_01094","ECPKFHDG_01198"
"group_365","","Organic hydroperoxide resistance protein-like protein","2","2","1","2","302","","","","428","428","428","OAPGLPBN_00185","ECPKFHDG_00289"
"glpT","","Glycerol-3-phosphate transporter","2","2","1","2","475","","","","1358","1358","1358","OAPGLPBN_00361","ECPKFHDG_00460"
"rlmL","","Ribosomal RNA large subunit methyltransferase L","2","2","1","2","1311","","","","1136","1136","1136","OAPGLPBN_01240","ECPKFHDG_01344"
"group_368","","NAD-dependent malic enzyme","2","2","1","2","1078","","","","1229","1229","1229","OAPGLPBN_01007","ECPKFHDG_01111"
"group_369","","Urea transporter","2","2","1","2","654","","","","902","902","902","OAPGLPBN_00541","ECPKFHDG_00639"
"thiN","","Thiamine pyrophosphokinase","2","2","1","2","2099","","","","635","635","635","OAPGLPBN_01459","ECPKFHDG_01563"
"rplF","","50S ribosomal protein L6","2","2","1","2","703","","","","536","536","536","OAPGLPBN_00589","ECPKFHDG_00688"
"group_372","","hypothetical protein","2","2","1","2","545","","","","575","575","575","OAPGLPBN_00431","ECPKFHDG_00530"
"group_373","","hypothetical protein","2","2","1","2","1900","","","","980","980","980","OAPGLPBN_01661","ECPKFHDG_01765"
"nrdE","","Ribonucleoside-diphosphate reductase subunit alpha","2","2","1","2","1732","","","","2105","2105","2105","OAPGLPBN_01831","ECPKFHDG_01934"
"yutF","","Acid sugar phosphatase","2","2","1","2","1838","","","","779","779","779","OAPGLPBN_01723","ECPKFHDG_01826"
"group_376","","hypothetical protein","2","2","1","2","1653","","","","506","506","506","OAPGLPBN_01910","ECPKFHDG_02013"
"hisG","","ATP phosphoribosyltransferase","2","2","1","2","267","","","","614","614","614","OAPGLPBN_00150","ECPKFHDG_00254"
"pitA","","L-methionine sulfoximine/L-methionine sulfone acetyltransferase","2","2","1","2","446","","","","494","494","494","OAPGLPBN_00332","ECPKFHDG_00431"
"group_379","","hypothetical protein","2","2","1","2","1929","","","","1757","1757","1757","OAPGLPBN_01632","ECPKFHDG_01736"
"bceA_2","","Bacitracin export ATP-binding protein BceA","2","2","1","2","1392","","","","758","758","758","OAPGLPBN_02192","ECPKFHDG_02294"
"trmB","","tRNA (guanine-N(7)-)-methyltransferase","2","2","1","2","1037","","","","650","650","650","OAPGLPBN_00966","ECPKFHDG_01070"
"czcD_2","","Cadmium, cobalt and zinc/H(+)-K(+) antiporter","2","2","1","2","1796","","","","941","941","941","OAPGLPBN_01765","ECPKFHDG_01868"
"group_383","","putative ABC transporter permease","2","2","1","2","576","","","","1052","1052","1052","OAPGLPBN_00462","ECPKFHDG_00561"
"rsgA","","Small ribosomal subunit biogenesis GTPase RsgA","2","2","1","2","2097","","","","875","875","875","OAPGLPBN_01461","ECPKFHDG_01565"
"menH_1","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","2","2","1","2","473","","","","875","875","875","OAPGLPBN_00359","ECPKFHDG_00458"
"fecD","","Fe(3+) dicitrate transport system permease protein FecD","2","2","1","2","744","","","","965","965","965","OAPGLPBN_00631","ECPKFHDG_00729"
"group_387","","hypothetical protein","2","2","1","2","1902","","","","797","797","797","OAPGLPBN_01659","ECPKFHDG_01763"
"group_388","","putative protein","2","2","1","2","2227","","","","296","296","296","OAPGLPBN_01331","ECPKFHDG_01435"
"yafV","","Omega-amidase YafV","2","2","1","2","870","","","","785","785","785","OAPGLPBN_00770","ECPKFHDG_00867"
"queE_1","","7-carboxy-7-deazaguanine synthase","2","2","1","2","941","","","","1142","1142","1142","OAPGLPBN_00832","ECPKFHDG_00938"
"norB_1","","Quinolone resistance protein NorB","2","2","1","2","197","","","","1376","1376","1376","OAPGLPBN_00080","ECPKFHDG_00186"
"group_392","","hypothetical protein","2","2","1","2","766","","","","227","227","227","OAPGLPBN_00662","ECPKFHDG_00760"
"mrpA","","Na(+)/H(+) antiporter subunit A","2","2","1","2","1627","","","","2402","2402","2402","OAPGLPBN_01936","ECPKFHDG_02039"
"yhgF","","Protein YhgF","2","2","1","2","839","","","","2150","2150","2150","OAPGLPBN_00735","ECPKFHDG_00832"
"trmFO","","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO","2","2","1","2","2126","","","","1307","1307","1307","OAPGLPBN_01432","ECPKFHDG_01536"
"pycA","","Pyruvate carboxylase","2","2","1","2","2017","","","","3449","3449","3449","OAPGLPBN_01542","ECPKFHDG_01646"
"opuCC","","Carnitine transport binding protein OpuCC","2","2","1","2","220","","","","959","959","959","OAPGLPBN_00103","ECPKFHDG_00209"
