"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","200","201","202","317","318","319","322","323","324","327","328","329","332","333","334"
"aldC_2","","Alpha-acetolactate decarboxylase","15","15","1","1","2964","","","","704","704","704","HCCBNODH_00045","GKHFBONB_02555","HMFBFOGB_01942","OCKNCMEG_00777","OIJDMNBO_02711","PPDKNGKA_02688","EPFCPEFD_01696","BJCJJAEL_02077","NFIBCCNE_02652","POKGPMKP_02497","AMPJGNCI_01262","HAOGAOPA_00556","IMDFGEMN_02542","KHHHHCOB_00262","KMFFNEKJ_00874"
"group_824","","putative ketoamine kinase","15","15","1","1","2953","","","","866","866","866","HCCBNODH_00056","GKHFBONB_00010","HMFBFOGB_01931","OCKNCMEG_00766","OIJDMNBO_02700","PPDKNGKA_02677","EPFCPEFD_01684","BJCJJAEL_02066","NFIBCCNE_02641","POKGPMKP_02486","AMPJGNCI_01274","HAOGAOPA_00567","IMDFGEMN_02553","KHHHHCOB_00251","KMFFNEKJ_00863"
"group_826","","hypothetical protein","15","15","1","1","2950","","","","296","296","296","HCCBNODH_00059","GKHFBONB_00013","HMFBFOGB_01928","OCKNCMEG_00763","OIJDMNBO_02697","PPDKNGKA_02674","EPFCPEFD_01681","BJCJJAEL_02063","NFIBCCNE_02638","POKGPMKP_02483","AMPJGNCI_01277","HAOGAOPA_00570","IMDFGEMN_02556","KHHHHCOB_00248","KMFFNEKJ_00860"
"group_828","","hypothetical protein","15","15","1","1","2935","","","","1055","1055","1055","HCCBNODH_00073","GKHFBONB_00027","HMFBFOGB_01914","OCKNCMEG_00749","OIJDMNBO_02683","PPDKNGKA_02660","EPFCPEFD_01667","BJCJJAEL_02049","NFIBCCNE_02624","POKGPMKP_02469","AMPJGNCI_01291","HAOGAOPA_00584","IMDFGEMN_02570","KHHHHCOB_00234","KMFFNEKJ_00846"
"isaA","","putative transglycosylase IsaA","15","15","1","1","2934","","","","701","701","701","HCCBNODH_00074","GKHFBONB_00028","HMFBFOGB_01913","OCKNCMEG_00748","OIJDMNBO_02682","PPDKNGKA_02659","EPFCPEFD_01666","BJCJJAEL_02048","NFIBCCNE_02623","POKGPMKP_02468","AMPJGNCI_01292","HAOGAOPA_00585","IMDFGEMN_02571","KHHHHCOB_00233","KMFFNEKJ_00845"
"crtN","","4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)","15","15","1","1","2927","","","","1508","1508","1508","HCCBNODH_00081","GKHFBONB_00035","HMFBFOGB_01906","OCKNCMEG_00741","OIJDMNBO_02675","PPDKNGKA_02652","EPFCPEFD_01658","BJCJJAEL_02041","NFIBCCNE_02616","POKGPMKP_02460","AMPJGNCI_01300","HAOGAOPA_00592","IMDFGEMN_00003","KHHHHCOB_00225","KMFFNEKJ_00837"
"ldhD_2","","D-lactate dehydrogenase","15","15","1","1","2925","","","","998","1028","1004","HCCBNODH_00083","GKHFBONB_00037","HMFBFOGB_01904","OCKNCMEG_00739","OIJDMNBO_02673","PPDKNGKA_02650","EPFCPEFD_01656","BJCJJAEL_02039","NFIBCCNE_02614","POKGPMKP_02458","AMPJGNCI_01302","HAOGAOPA_00594","IMDFGEMN_00005","KHHHHCOB_00223","KMFFNEKJ_00835"
"ydfJ","","Membrane protein YdfJ","15","15","1","1","2918","","","","2489","2489","2489","HCCBNODH_00090","GKHFBONB_00044","HMFBFOGB_01897","OCKNCMEG_00730","OIJDMNBO_02664","PPDKNGKA_02641","EPFCPEFD_01649","BJCJJAEL_02032","NFIBCCNE_02607","POKGPMKP_02451","AMPJGNCI_01309","HAOGAOPA_00601","IMDFGEMN_00012","KHHHHCOB_00216","KMFFNEKJ_00828"
"ogt","","Methylated-DNA--protein-cysteine methyltransferase","15","15","1","1","2913","","","","521","521","521","HCCBNODH_00095","GKHFBONB_00049","HMFBFOGB_01892","OCKNCMEG_00725","OIJDMNBO_02659","PPDKNGKA_02636","EPFCPEFD_01644","BJCJJAEL_02027","NFIBCCNE_02602","POKGPMKP_02446","AMPJGNCI_01314","HAOGAOPA_00606","IMDFGEMN_00017","KHHHHCOB_00211","KMFFNEKJ_00823"
"mvaA","","3-hydroxy-3-methylglutaryl-coenzyme A reductase","15","15","1","1","2911","","","","1277","1280","1279","HCCBNODH_00097","GKHFBONB_00051","HMFBFOGB_01890","OCKNCMEG_00723","OIJDMNBO_02657","PPDKNGKA_02634","EPFCPEFD_01642","BJCJJAEL_02025","NFIBCCNE_02600","POKGPMKP_02444","AMPJGNCI_01316","HAOGAOPA_00608","IMDFGEMN_00019","KHHHHCOB_00209","KMFFNEKJ_00821"
"lipR","","hypothetical protein","15","15","1","1","2901","","","","968","968","968","HCCBNODH_00107","GKHFBONB_00061","HMFBFOGB_01880","OCKNCMEG_00713","OIJDMNBO_02647","PPDKNGKA_02624","EPFCPEFD_01632","BJCJJAEL_02015","NFIBCCNE_02590","POKGPMKP_02434","AMPJGNCI_01326","HAOGAOPA_00618","IMDFGEMN_00030","KHHHHCOB_00198","KMFFNEKJ_00810"
"yicL","","putative inner membrane transporter YicL","15","15","1","1","2900","","","","923","962","954","HCCBNODH_00108","GKHFBONB_00062","HMFBFOGB_01879","OCKNCMEG_00712","OIJDMNBO_02646","PPDKNGKA_02623","EPFCPEFD_01631","BJCJJAEL_02014","NFIBCCNE_02589","POKGPMKP_02433","AMPJGNCI_01327","HAOGAOPA_00619","IMDFGEMN_00031","KHHHHCOB_00197","KMFFNEKJ_00809"
"mhqR","","HTH-type transcriptional regulator MhqR","15","15","1","1","2884","","","","434","434","434","HCCBNODH_00121","GKHFBONB_00075","HMFBFOGB_01866","OCKNCMEG_00699","OIJDMNBO_02633","PPDKNGKA_02610","EPFCPEFD_01616","BJCJJAEL_01998","NFIBCCNE_02573","POKGPMKP_02418","AMPJGNCI_01342","HAOGAOPA_00635","IMDFGEMN_00046","KHHHHCOB_00182","KMFFNEKJ_00794"
"fbp","","Fructose-1,6-bisphosphatase class 3","15","15","1","1","2880","","","","1964","1964","1964","HCCBNODH_00125","GKHFBONB_00079","HMFBFOGB_01862","OCKNCMEG_00695","OIJDMNBO_02629","PPDKNGKA_02606","EPFCPEFD_01612","BJCJJAEL_01994","NFIBCCNE_02569","POKGPMKP_02414","AMPJGNCI_01346","HAOGAOPA_00639","IMDFGEMN_00050","KHHHHCOB_00178","KMFFNEKJ_00790"
"bcrA_2","","Bacitracin transport ATP-binding protein BcrA","15","15","1","1","2878","","","","695","695","695","HCCBNODH_00127","GKHFBONB_00081","HMFBFOGB_01860","OCKNCMEG_00693","OIJDMNBO_02627","PPDKNGKA_02604","EPFCPEFD_01610","BJCJJAEL_01992","NFIBCCNE_02567","POKGPMKP_02412","AMPJGNCI_01348","HAOGAOPA_00641","IMDFGEMN_00052","KHHHHCOB_00176","KMFFNEKJ_00788"
"group_843","","hypothetical protein","15","15","1","1","2877","","","","593","611","607","HCCBNODH_00130","GKHFBONB_00084","HMFBFOGB_01857","OCKNCMEG_00688","OIJDMNBO_02622","PPDKNGKA_02599","EPFCPEFD_01609","BJCJJAEL_01991","NFIBCCNE_02566","POKGPMKP_02411","AMPJGNCI_01349","HAOGAOPA_00642","IMDFGEMN_00055","KHHHHCOB_00173","KMFFNEKJ_00785"
"group_845","","hypothetical protein","15","15","1","1","2871","","","","416","416","416","HCCBNODH_00134","GKHFBONB_00088","HMFBFOGB_01853","OCKNCMEG_00685","OIJDMNBO_02619","PPDKNGKA_02596","EPFCPEFD_01605","BJCJJAEL_01987","NFIBCCNE_02562","POKGPMKP_02407","AMPJGNCI_01353","HAOGAOPA_00646","IMDFGEMN_00058","KHHHHCOB_00170","KMFFNEKJ_00782"
"ywaC","","GTP pyrophosphokinase YwaC","15","15","1","1","2870","","","","692","692","692","HCCBNODH_00135","GKHFBONB_00089","HMFBFOGB_01852","OCKNCMEG_00684","OIJDMNBO_02618","PPDKNGKA_02595","EPFCPEFD_01604","BJCJJAEL_01986","NFIBCCNE_02561","POKGPMKP_02406","AMPJGNCI_01354","HAOGAOPA_00647","IMDFGEMN_00059","KHHHHCOB_00169","KMFFNEKJ_00781"
"abgT","","p-aminobenzoyl-glutamate transport protein","15","15","1","1","2829","","","","1538","1538","1538","HCCBNODH_00168","GKHFBONB_00122","HMFBFOGB_01819","OCKNCMEG_00658","OIJDMNBO_02592","PPDKNGKA_02569","EPFCPEFD_01580","BJCJJAEL_01957","NFIBCCNE_02532","POKGPMKP_02382","AMPJGNCI_01378","HAOGAOPA_00676","IMDFGEMN_00093","KHHHHCOB_00134","KMFFNEKJ_00748"
"group_848","","hypothetical protein","15","15","1","1","2812","","","","1511","1577","1563","HCCBNODH_00181","GKHFBONB_00135","HMFBFOGB_01806","OCKNCMEG_00643","OIJDMNBO_02577","PPDKNGKA_02554","EPFCPEFD_01567","BJCJJAEL_01944","NFIBCCNE_02519","POKGPMKP_02369","AMPJGNCI_01391","HAOGAOPA_00689","IMDFGEMN_00106","KHHHHCOB_00121","KMFFNEKJ_00735"
"fetB","","putative iron export permease protein FetB","15","15","1","1","2806","","","","776","776","776","HCCBNODH_00185","GKHFBONB_00139","HMFBFOGB_01802","OCKNCMEG_00639","OIJDMNBO_02573","PPDKNGKA_02550","EPFCPEFD_01563","BJCJJAEL_01940","NFIBCCNE_02515","POKGPMKP_02365","AMPJGNCI_01395","HAOGAOPA_00693","IMDFGEMN_00112","KHHHHCOB_00115","KMFFNEKJ_00729"
"pnbA","","Para-nitrobenzyl esterase","15","15","1","1","2804","","","","1346","1352","1350","HCCBNODH_00187","GKHFBONB_00141","HMFBFOGB_01800","OCKNCMEG_00637","OIJDMNBO_02571","PPDKNGKA_02548","EPFCPEFD_01561","BJCJJAEL_01938","NFIBCCNE_02513","POKGPMKP_02363","AMPJGNCI_01397","HAOGAOPA_00695","IMDFGEMN_00114","KHHHHCOB_00113","KMFFNEKJ_00727"
"kimA","","Potassium transporter KimA","15","15","1","1","2793","","","","1709","1829","1805","HCCBNODH_00198","GKHFBONB_00152","HMFBFOGB_01789","OCKNCMEG_00626","OIJDMNBO_02560","PPDKNGKA_02537","EPFCPEFD_01550","BJCJJAEL_01927","NFIBCCNE_02502","POKGPMKP_02352","AMPJGNCI_01408","HAOGAOPA_00706","IMDFGEMN_00125","KHHHHCOB_00102","KMFFNEKJ_00716"
"group_852","","hypothetical protein","15","15","1","1","2774","","","","467","467","467","HCCBNODH_00215","GKHFBONB_00169","HMFBFOGB_01772","OCKNCMEG_00609","OIJDMNBO_02543","PPDKNGKA_02520","EPFCPEFD_01533","BJCJJAEL_01910","NFIBCCNE_02485","POKGPMKP_02335","AMPJGNCI_01425","HAOGAOPA_00723","IMDFGEMN_00142","KHHHHCOB_00085","KMFFNEKJ_00699"
"hlgB","","Gamma-hemolysin component B","15","15","1","1","2773","","","","977","977","977","HCCBNODH_00216","GKHFBONB_00170","HMFBFOGB_01771","OCKNCMEG_00608","OIJDMNBO_02542","PPDKNGKA_02519","EPFCPEFD_01532","BJCJJAEL_01909","NFIBCCNE_02484","POKGPMKP_02334","AMPJGNCI_01426","HAOGAOPA_00724","IMDFGEMN_00143","KHHHHCOB_00084","KMFFNEKJ_00698"
"bdbD","","Disulfide bond formation protein D","15","15","1","1","198","","","","599","599","599","HCCBNODH_00230","GKHFBONB_00184","HMFBFOGB_01757","OCKNCMEG_00595","OIJDMNBO_02529","PPDKNGKA_02506","EPFCPEFD_01519","BJCJJAEL_01894","NFIBCCNE_02469","POKGPMKP_02321","AMPJGNCI_01439","HAOGAOPA_00739","IMDFGEMN_00156","KHHHHCOB_00071","KMFFNEKJ_00685"
"nirC","","Nitrite transporter NirC","15","15","1","1","203","","","","824","824","824","HCCBNODH_00234","GKHFBONB_00188","HMFBFOGB_01753","OCKNCMEG_00589","OIJDMNBO_02523","PPDKNGKA_02500","EPFCPEFD_01515","BJCJJAEL_01890","NFIBCCNE_02465","POKGPMKP_02317","AMPJGNCI_01443","HAOGAOPA_00743","IMDFGEMN_00162","KHHHHCOB_00065","KMFFNEKJ_00679"
"nasE","","Assimilatory nitrite reductase [NAD(P)H] small subunit","15","15","1","1","210","","","","314","314","314","HCCBNODH_00238","GKHFBONB_00192","HMFBFOGB_01749","OCKNCMEG_00585","OIJDMNBO_02519","PPDKNGKA_02496","EPFCPEFD_01511","BJCJJAEL_01886","NFIBCCNE_02461","POKGPMKP_02313","AMPJGNCI_01447","HAOGAOPA_00747","IMDFGEMN_00166","KHHHHCOB_00061","KMFFNEKJ_00675"
"group_858","","hypothetical protein","15","15","1","1","214","","","","575","575","575","HCCBNODH_00242","GKHFBONB_00196","HMFBFOGB_01745","OCKNCMEG_00581","OIJDMNBO_02515","PPDKNGKA_02492","EPFCPEFD_01507","BJCJJAEL_01882","NFIBCCNE_02457","POKGPMKP_02309","AMPJGNCI_01451","HAOGAOPA_00751","IMDFGEMN_00170","KHHHHCOB_00057","KMFFNEKJ_00671"
"narX","","Nitrate reductase-like protein NarX","15","15","1","1","216","","","","677","677","677","HCCBNODH_00243","GKHFBONB_00197","HMFBFOGB_01744","OCKNCMEG_00580","OIJDMNBO_02514","PPDKNGKA_02491","EPFCPEFD_01506","BJCJJAEL_01881","NFIBCCNE_02456","POKGPMKP_02308","AMPJGNCI_01452","HAOGAOPA_00752","IMDFGEMN_00171","KHHHHCOB_00056","KMFFNEKJ_00670"
"group_86","","hypothetical protein","15","15","1","1","2513","","","","1808","2321","2209","HCCBNODH_02449","GKHFBONB_02404","HMFBFOGB_02093","OCKNCMEG_00916","OIJDMNBO_00026","PPDKNGKA_00029","EPFCPEFD_01830","BJCJJAEL_02214","NFIBCCNE_00137","POKGPMKP_02630","AMPJGNCI_01130","HAOGAOPA_00420","IMDFGEMN_02403","KHHHHCOB_00401","KMFFNEKJ_01013"
"sarZ","","HTH-type transcriptional regulator SarZ","15","15","1","1","225","","","","446","446","446","HCCBNODH_00251","GKHFBONB_00205","HMFBFOGB_01736","OCKNCMEG_00571","OIJDMNBO_02505","PPDKNGKA_02482","EPFCPEFD_01498","BJCJJAEL_01875","NFIBCCNE_02450","POKGPMKP_02300","AMPJGNCI_01460","HAOGAOPA_00758","IMDFGEMN_00181","KHHHHCOB_00046","KMFFNEKJ_00660"
"group_861","","hypothetical protein","15","15","1","1","229","","","","356","356","356","HCCBNODH_00254","GKHFBONB_00208","HMFBFOGB_01733","OCKNCMEG_00567","OIJDMNBO_02501","PPDKNGKA_02478","EPFCPEFD_01495","BJCJJAEL_01872","NFIBCCNE_02447","POKGPMKP_02297","AMPJGNCI_01463","HAOGAOPA_00761","IMDFGEMN_00184","KHHHHCOB_00043","KMFFNEKJ_00657"
"ydaG","","General stress protein 26","15","15","1","1","230","","","","422","422","422","HCCBNODH_00255","GKHFBONB_00209","HMFBFOGB_01732","OCKNCMEG_00566","OIJDMNBO_02500","PPDKNGKA_02477","EPFCPEFD_01494","BJCJJAEL_01871","NFIBCCNE_02446","POKGPMKP_02296","AMPJGNCI_01464","HAOGAOPA_00762","IMDFGEMN_00185","KHHHHCOB_00042","KMFFNEKJ_00656"
"yhfP","","Putative quinone oxidoreductase YhfP","15","15","1","1","241","","","","1004","1004","1004","HCCBNODH_00266","GKHFBONB_00220","HMFBFOGB_01721","OCKNCMEG_00555","OIJDMNBO_02489","PPDKNGKA_02466","EPFCPEFD_01483","BJCJJAEL_01860","NFIBCCNE_02435","POKGPMKP_02285","AMPJGNCI_01475","HAOGAOPA_00773","IMDFGEMN_00195","KHHHHCOB_00032","KMFFNEKJ_00646"
"paiA","","Spermidine/spermine N(1)-acetyltransferase","15","15","1","1","242","","","","515","515","515","HCCBNODH_00267","GKHFBONB_00221","HMFBFOGB_01720","OCKNCMEG_00554","OIJDMNBO_02488","PPDKNGKA_02465","EPFCPEFD_01482","BJCJJAEL_01859","NFIBCCNE_02434","POKGPMKP_02284","AMPJGNCI_01476","HAOGAOPA_00774","IMDFGEMN_00196","KHHHHCOB_00031","KMFFNEKJ_00645"
"group_866","","hypothetical protein","15","15","1","1","250","","","","455","455","455","HCCBNODH_00273","GKHFBONB_00227","HMFBFOGB_01714","OCKNCMEG_00546","OIJDMNBO_02480","PPDKNGKA_02457","EPFCPEFD_01474","BJCJJAEL_01851","NFIBCCNE_02426","POKGPMKP_02276","AMPJGNCI_01484","HAOGAOPA_00782","IMDFGEMN_00201","KHHHHCOB_00026","KMFFNEKJ_00640"
"group_867","","hypothetical protein","15","15","1","1","267","","","","491","509","498","HCCBNODH_00290","GKHFBONB_00244","HMFBFOGB_01697","OCKNCMEG_00529","OIJDMNBO_02463","PPDKNGKA_02440","EPFCPEFD_01458","BJCJJAEL_01835","NFIBCCNE_02410","POKGPMKP_02260","AMPJGNCI_01500","HAOGAOPA_00798","IMDFGEMN_00218","KHHHHCOB_00009","KMFFNEKJ_00623"
"hdfR_1","","HTH-type transcriptional regulator HdfR","15","15","1","1","283","","","","872","884","881","HCCBNODH_00304","GKHFBONB_00258","HMFBFOGB_01683","OCKNCMEG_00514","OIJDMNBO_02448","PPDKNGKA_02425","EPFCPEFD_01444","BJCJJAEL_01821","NFIBCCNE_02396","POKGPMKP_02246","AMPJGNCI_01514","HAOGAOPA_00812","IMDFGEMN_00233","KHHHHCOB_02573","KMFFNEKJ_00608"
"yghA","","putative oxidoreductase YghA","15","15","1","1","289","","","","881","881","881","HCCBNODH_00308","GKHFBONB_00262","HMFBFOGB_01679","OCKNCMEG_00509","OIJDMNBO_02443","PPDKNGKA_02420","EPFCPEFD_01440","BJCJJAEL_01817","NFIBCCNE_02392","POKGPMKP_02242","AMPJGNCI_01518","HAOGAOPA_00816","IMDFGEMN_00237","KHHHHCOB_02569","KMFFNEKJ_00604"
"group_871","","hypothetical protein","15","15","1","1","292","","","","506","506","506","HCCBNODH_00311","GKHFBONB_00265","HMFBFOGB_01676","OCKNCMEG_00506","OIJDMNBO_02440","PPDKNGKA_02417","EPFCPEFD_01437","BJCJJAEL_01814","NFIBCCNE_02389","POKGPMKP_02239","AMPJGNCI_01521","HAOGAOPA_00819","IMDFGEMN_00240","KHHHHCOB_02566","KMFFNEKJ_00601"
"group_872","","Putative formate dehydrogenase","15","15","1","1","309","","","","2954","3038","3004","HCCBNODH_00327","GKHFBONB_00281","HMFBFOGB_01660","OCKNCMEG_00489","OIJDMNBO_02423","PPDKNGKA_02400","EPFCPEFD_01421","BJCJJAEL_01798","NFIBCCNE_02373","POKGPMKP_02223","AMPJGNCI_01537","HAOGAOPA_00835","IMDFGEMN_00256","KHHHHCOB_02550","KMFFNEKJ_00585"
"group_873","","hypothetical protein","15","15","1","1","310","","","","473","473","473","HCCBNODH_00328","GKHFBONB_00282","HMFBFOGB_01659","OCKNCMEG_00488","OIJDMNBO_02422","PPDKNGKA_02399","EPFCPEFD_01420","BJCJJAEL_01797","NFIBCCNE_02372","POKGPMKP_02222","AMPJGNCI_01538","HAOGAOPA_00836","IMDFGEMN_00257","KHHHHCOB_02549","KMFFNEKJ_00584"
"mleN_1","","Malate-2H(+)/Na(+)-lactate antiporter","15","15","1","1","318","","","","1397","1397","1397","HCCBNODH_00336","GKHFBONB_00290","HMFBFOGB_01651","OCKNCMEG_00480","OIJDMNBO_02414","PPDKNGKA_02391","EPFCPEFD_01412","BJCJJAEL_01789","NFIBCCNE_02364","POKGPMKP_02214","AMPJGNCI_01546","HAOGAOPA_00844","IMDFGEMN_00265","KHHHHCOB_02541","KMFFNEKJ_00576"
"modA","","Molybdate-binding protein ModA","15","15","1","1","339","","","","782","782","782","HCCBNODH_00356","GKHFBONB_00310","HMFBFOGB_01631","OCKNCMEG_00460","OIJDMNBO_02394","PPDKNGKA_02371","EPFCPEFD_01392","BJCJJAEL_01768","NFIBCCNE_02343","POKGPMKP_02194","AMPJGNCI_01566","HAOGAOPA_00865","IMDFGEMN_00285","KHHHHCOB_02521","KMFFNEKJ_00556"
"moaB","","Molybdenum cofactor biosynthesis protein B","15","15","1","1","343","","","","506","506","506","HCCBNODH_00360","GKHFBONB_00314","HMFBFOGB_01627","OCKNCMEG_00456","OIJDMNBO_02390","PPDKNGKA_02367","EPFCPEFD_01388","BJCJJAEL_01764","NFIBCCNE_02339","POKGPMKP_02190","AMPJGNCI_01570","HAOGAOPA_00869","IMDFGEMN_00289","KHHHHCOB_02517","KMFFNEKJ_00552"
"mobB","","hypothetical protein","15","15","1","1","346","","","","485","485","485","HCCBNODH_00363","GKHFBONB_00317","HMFBFOGB_01624","OCKNCMEG_00453","OIJDMNBO_02387","PPDKNGKA_02364","EPFCPEFD_01385","BJCJJAEL_01761","NFIBCCNE_02336","POKGPMKP_02187","AMPJGNCI_01573","HAOGAOPA_00872","IMDFGEMN_00292","KHHHHCOB_02514","KMFFNEKJ_00549"
"moaD","","Molybdopterin synthase sulfur carrier subunit","15","15","1","1","348","","","","233","233","233","HCCBNODH_00365","GKHFBONB_00319","HMFBFOGB_01622","OCKNCMEG_00451","OIJDMNBO_02385","PPDKNGKA_02362","EPFCPEFD_01383","BJCJJAEL_01759","NFIBCCNE_02334","POKGPMKP_02185","AMPJGNCI_01575","HAOGAOPA_00874","IMDFGEMN_00294","KHHHHCOB_02512","KMFFNEKJ_00547"
"mobA","","putative molybdenum cofactor guanylyltransferase","15","15","1","1","349","","","","599","599","599","HCCBNODH_00366","GKHFBONB_00320","HMFBFOGB_01621","OCKNCMEG_00450","OIJDMNBO_02384","PPDKNGKA_02361","EPFCPEFD_01382","BJCJJAEL_01758","NFIBCCNE_02333","POKGPMKP_02184","AMPJGNCI_01576","HAOGAOPA_00875","IMDFGEMN_00295","KHHHHCOB_02511","KMFFNEKJ_00546"
"group_880","","hypothetical protein","15","15","1","1","356","","","","251","251","251","HCCBNODH_00372","GKHFBONB_00326","HMFBFOGB_01615","OCKNCMEG_00444","OIJDMNBO_02378","PPDKNGKA_02355","EPFCPEFD_01375","BJCJJAEL_01752","NFIBCCNE_02327","POKGPMKP_02177","AMPJGNCI_01583","HAOGAOPA_00881","IMDFGEMN_00301","KHHHHCOB_02505","KMFFNEKJ_00540"
"group_881","","hypothetical protein","15","15","1","1","359","","","","317","317","317","HCCBNODH_00375","GKHFBONB_00329","HMFBFOGB_01612","OCKNCMEG_00441","OIJDMNBO_02375","PPDKNGKA_02352","EPFCPEFD_01372","BJCJJAEL_01749","NFIBCCNE_02324","POKGPMKP_02174","AMPJGNCI_01586","HAOGAOPA_00884","IMDFGEMN_00304","KHHHHCOB_02502","KMFFNEKJ_00537"
"ecfA1","","Energy-coupling factor transporter ATP-binding protein EcfA1","15","15","1","1","399","","","","809","809","809","HCCBNODH_00412","GKHFBONB_00366","HMFBFOGB_01575","OCKNCMEG_00402","OIJDMNBO_02336","PPDKNGKA_02313","EPFCPEFD_01335","BJCJJAEL_01711","NFIBCCNE_02286","POKGPMKP_02137","AMPJGNCI_01623","HAOGAOPA_00922","IMDFGEMN_00341","KHHHHCOB_02465","KMFFNEKJ_00500"
"ecfT_2","","Energy-coupling factor transporter transmembrane protein EcfT","15","15","1","1","402","","","","806","806","806","HCCBNODH_00414","GKHFBONB_00368","HMFBFOGB_01573","OCKNCMEG_00400","OIJDMNBO_02334","PPDKNGKA_02311","EPFCPEFD_01333","BJCJJAEL_01709","NFIBCCNE_02284","POKGPMKP_02135","AMPJGNCI_01625","HAOGAOPA_00924","IMDFGEMN_00343","KHHHHCOB_02463","KMFFNEKJ_00498"
"aldC_1","","Alpha-acetolactate decarboxylase","15","15","1","1","414","","","","704","704","704","HCCBNODH_00420","GKHFBONB_00374","HMFBFOGB_01567","OCKNCMEG_00394","OIJDMNBO_02328","PPDKNGKA_02305","EPFCPEFD_01326","BJCJJAEL_01702","NFIBCCNE_02277","POKGPMKP_02128","AMPJGNCI_01632","HAOGAOPA_00931","IMDFGEMN_00353","KHHHHCOB_02453","KMFFNEKJ_00488"
"group_886","","putative oxidoreductase/MSMEI_2347","15","15","1","1","426","","","","848","848","848","HCCBNODH_00428","GKHFBONB_00382","HMFBFOGB_01559","OCKNCMEG_00388","OIJDMNBO_02322","PPDKNGKA_02299","EPFCPEFD_01317","BJCJJAEL_01694","NFIBCCNE_02269","POKGPMKP_02119","AMPJGNCI_01641","HAOGAOPA_00939","IMDFGEMN_00359","KHHHHCOB_02447","KMFFNEKJ_00482"
"group_889","","Zinc-type alcohol dehydrogenase-like protein","15","15","1","1","444","","","","1001","1007","1005","HCCBNODH_00442","GKHFBONB_00396","HMFBFOGB_01545","OCKNCMEG_00373","OIJDMNBO_02307","PPDKNGKA_02284","EPFCPEFD_01303","BJCJJAEL_01680","NFIBCCNE_02255","POKGPMKP_02105","AMPJGNCI_01655","HAOGAOPA_00953","IMDFGEMN_00373","KHHHHCOB_02433","KMFFNEKJ_00468"
"group_890","","hypothetical protein","15","15","1","1","449","","","","1976","1976","1976","HCCBNODH_00447","GKHFBONB_00401","HMFBFOGB_01540","OCKNCMEG_00368","OIJDMNBO_02302","PPDKNGKA_02279","EPFCPEFD_01296","BJCJJAEL_01675","NFIBCCNE_02250","POKGPMKP_02098","AMPJGNCI_01662","HAOGAOPA_00958","IMDFGEMN_00381","KHHHHCOB_02425","KMFFNEKJ_00460"
"yfiZ_1","","putative siderophore transport system permease protein YfiZ","15","15","1","1","454","","","","1031","1031","1031","HCCBNODH_00452","GKHFBONB_00406","HMFBFOGB_01535","OCKNCMEG_00363","OIJDMNBO_02297","PPDKNGKA_02274","EPFCPEFD_01291","BJCJJAEL_01670","NFIBCCNE_02245","POKGPMKP_02093","AMPJGNCI_01667","HAOGAOPA_00963","IMDFGEMN_00386","KHHHHCOB_02420","KMFFNEKJ_00455"
"group_892","","putative uridylyltransferase","15","15","1","1","459","","","","1187","1187","1187","HCCBNODH_00457","GKHFBONB_00411","HMFBFOGB_01530","OCKNCMEG_00358","OIJDMNBO_02292","PPDKNGKA_02269","EPFCPEFD_01286","BJCJJAEL_01665","NFIBCCNE_02240","POKGPMKP_02088","AMPJGNCI_01672","HAOGAOPA_00968","IMDFGEMN_00391","KHHHHCOB_02415","KMFFNEKJ_00450"
"group_893","","hypothetical protein","15","15","1","1","460","","","","683","686","685","HCCBNODH_00458","GKHFBONB_00412","HMFBFOGB_01529","OCKNCMEG_00357","OIJDMNBO_02291","PPDKNGKA_02268","EPFCPEFD_01285","BJCJJAEL_01664","NFIBCCNE_02239","POKGPMKP_02087","AMPJGNCI_01673","HAOGAOPA_00969","IMDFGEMN_00392","KHHHHCOB_02414","KMFFNEKJ_00449"
"sepA","","Multidrug resistance efflux pump SepA","15","15","1","1","463","","","","467","467","467","HCCBNODH_00460","GKHFBONB_00414","HMFBFOGB_01527","OCKNCMEG_00355","OIJDMNBO_02289","PPDKNGKA_02266","EPFCPEFD_01283","BJCJJAEL_01662","NFIBCCNE_02237","POKGPMKP_02085","AMPJGNCI_01675","HAOGAOPA_00971","IMDFGEMN_00394","KHHHHCOB_02412","KMFFNEKJ_00447"
"group_896","","hypothetical protein","15","15","1","1","473","","","","2132","2132","2132","HCCBNODH_00479","GKHFBONB_00433","HMFBFOGB_01508","OCKNCMEG_00334","OIJDMNBO_02268","PPDKNGKA_02245","EPFCPEFD_01264","BJCJJAEL_01643","NFIBCCNE_02218","POKGPMKP_02066","AMPJGNCI_01694","HAOGAOPA_00990","IMDFGEMN_00415","KHHHHCOB_02391","KMFFNEKJ_00426"
